"","from_id","to_id","travel_time_p50"
"9348","34415","3",8
"9349","34563","1",27
"9350","34563","2",21
"9351","34563","3",21
"9352","34564","1",26
"9353","34564","2",20
"9354","34564","3",21
"9355","34565","1",26
"9356","34565","2",20
"9357","34565","3",20
"9358","34566","1",25
"9359","34566","2",19
"9360","34566","3",20
"9361","34605","1",24
"9362","34605","2",18
"9363","34605","3",18
"9364","34606","1",24
"9365","34606","2",18
"9366","34606","3",18
"9367","34608","1",22
"9368","34608","2",16
"9369","34608","3",15
"9370","34611","1",24
"9371","34611","2",18
"9372","34611","3",17
"9373","34612","1",24
"9374","34612","2",18
"9375","34612","3",16
"9376","34613","1",23
"9377","34613","2",17
"9378","34613","3",15
"9379","34614","1",24
"9380","34614","2",18
"9381","34614","3",17
"9382","34615","1",25
"9383","34615","2",19
"9384","34615","3",17
"9385","34616","1",24
"9386","34616","2",18
"9387","34616","3",17
"9388","34617","1",24
"9389","34617","2",18
"9390","34617","3",17
"9391","34618","1",22
"9392","34618","2",16
"9393","34618","3",14
"9394","34620","1",22
"9395","34620","2",16
"9396","34620","3",14
"9397","34623","1",24
"9398","34623","2",16
"9399","34623","3",14
"9400","34624","1",24
"9401","34624","2",16
"9402","34624","3",14
"9403","34625","1",24
"9404","34625","2",16
"9405","34625","3",14
"9406","34626","1",24
"9407","34626","2",16
"9408","34626","3",14
"9409","34646","1",24
"9410","34646","2",15
"9411","34646","3",9
"9412","34647","1",25
"9413","34647","2",15
"9414","34647","3",9
"9415","34648","1",24
"9416","34648","2",15
"9417","34648","3",8
"9418","34649","1",24
"9419","34649","2",15
"9420","34649","3",8
"9421","34650","1",24
"9422","34650","2",15
"9423","34650","3",8
"9424","34651","1",24
"9425","34651","2",15
"9426","34651","3",8
"9427","34652","1",26
"9428","34652","2",17
"9429","34652","3",9
"9430","34653","1",26
"9431","34653","2",17
"9432","34653","3",9
"9433","34654","1",26
"9434","34654","2",16
"9435","34654","3",9
"9436","34655","1",26
"9437","34655","2",17
"9438","34655","3",9
"9439","34661","1",25
"9440","34661","2",16
"9441","34661","3",7
"9442","34662","1",26
"9443","34662","2",17
"9444","34662","3",7
"9445","34810","1",27
"9446","34810","2",21
"9447","34810","3",22
"9448","34811","1",26
"9449","34811","2",20
"9450","34811","3",21
"9451","34812","1",26
"9452","34812","2",20
"9453","34812","3",21
"9454","34813","1",24
"9455","34813","2",18
"9456","34813","3",19
"9457","34843","1",27
"9458","34843","2",21
"9459","34843","3",22
"9460","34855","1",23
"9461","34855","2",17
"9462","34855","3",15
"9463","34856","1",23
"9464","34856","2",17
"9465","34856","3",15
"9466","34857","1",23
"9467","34857","2",17
"9468","34857","3",16
"9469","34858","1",23
"9470","34858","2",17
"9471","34858","3",16
"9472","34859","1",23
"9473","34859","2",17
"9474","34859","3",16
"9475","34860","1",23
"9476","34860","2",17
"9477","34860","3",16
"9478","34861","1",24
"9479","34861","2",18
"9480","34861","3",16
"9481","34863","1",24
"9482","34863","2",18
"9483","34863","3",17
"9484","34865","1",23
"9485","34865","2",17
"9486","34865","3",15
"9487","34871","1",24
"9488","34871","2",16
"9489","34871","3",14
"9490","34872","1",24
"9491","34872","2",16
"9492","34872","3",14
"9493","34873","1",24
"9494","34873","2",16
"9495","34873","3",14
"9496","34874","1",23
"9497","34874","2",15
"9498","34874","3",13
"9499","34878","1",24
"9500","34878","2",16
"9501","34878","3",14
"9502","34895","1",26
"9503","34895","2",17
"9504","34895","3",10
"9505","34896","1",25
"9506","34896","2",16
"9507","34896","3",9
"9508","34897","1",25
"9509","34897","2",15
"9510","34897","3",8
"9511","34898","1",24
"9512","34898","2",15
"9513","34898","3",8
"9514","34899","1",25
"9515","34899","2",16
"9516","34899","3",8
"9517","34900","1",25
"9518","34900","2",16
"9519","34900","3",8
"9520","34901","1",24
"9521","34901","2",15
"9522","34901","3",7
"9523","34902","1",26
"9524","34902","2",17
"9525","34902","3",9
"9526","34903","1",26
"9527","34903","2",17
"9528","34903","3",9
"9529","34904","1",26
"9530","34904","2",17
"9531","34904","3",9
"9532","34908","1",25
"9533","34908","2",16
"9534","34908","3",7
"9535","34909","1",26
"9536","34909","2",17
"9537","34909","3",7
"9538","35055","1",29
"9539","35055","2",23
"9540","35055","3",24
"9541","35056","1",27
"9542","35056","2",21
"9543","35056","3",22
"9544","35057","1",26
"9545","35057","2",20
"9546","35057","3",21
"9547","35058","1",25
"9548","35058","2",18
"9549","35058","3",19
"9550","35059","1",25
"9551","35059","2",19
"9552","35059","3",20
"9553","35099","1",24
"9554","35099","2",18
"9555","35099","3",17
"9556","35100","1",24
"9557","35100","2",18
"9558","35100","3",16
"9559","35101","1",24
"9560","35101","2",18
"9561","35101","3",16
"9562","35103","1",25
"9563","35103","2",19
"9564","35103","3",17
"9565","35104","1",25
"9566","35104","2",19
"9567","35104","3",17
"9568","35105","1",24
"9569","35105","2",18
"9570","35105","3",16
"9571","35106","1",25
"9572","35106","2",19
"9573","35106","3",17
"9574","35107","1",24
"9575","35107","2",18
"9576","35107","3",16
"9577","35116","1",24
"9578","35116","2",16
"9579","35116","3",14
"9580","35117","1",24
"9581","35117","2",16
"9582","35117","3",14
"9583","35118","1",25
"9584","35118","2",17
"9585","35118","3",15
"9586","35119","1",24
"9587","35119","2",16
"9588","35119","3",14
"9589","35120","1",25
"9590","35120","2",17
"9591","35120","3",15
"9592","35121","1",23
"9593","35121","2",15
"9594","35121","3",13
"9595","35123","1",25
"9596","35123","2",17
"9597","35123","3",15
"9598","35141","1",26
"9599","35141","2",17
"9600","35141","3",10
"9601","35146","1",25
"9602","35146","2",15
"9603","35146","3",8
"9604","35147","1",25
"9605","35147","2",16
"9606","35147","3",8
"9607","35154","1",25
"9608","35154","2",16
"9609","35154","3",6
"9610","35155","1",27
"9611","35155","2",17
"9612","35155","3",7
"9613","35171","1",28
"9614","35171","2",18
"9615","35171","3",6
"9616","35172","1",27
"9617","35172","2",18
"9618","35172","3",4
"9619","35301","1",28
"9620","35301","2",22
"9621","35301","3",22
"9622","35302","1",27
"9623","35302","2",21
"9624","35302","3",21
"9625","35303","1",25
"9626","35303","2",19
"9627","35303","3",19
"9628","35348","1",26
"9629","35348","2",20
"9630","35348","3",19
"9631","35349","1",25
"9632","35349","2",19
"9633","35349","3",18
"9634","35350","1",25
"9635","35350","2",19
"9636","35350","3",17
"9637","35356","1",25
"9638","35356","2",19
"9639","35356","3",17
"9640","35357","1",25
"9641","35357","2",19
"9642","35357","3",17
"9643","35361","1",25
"9644","35361","2",17
"9645","35361","3",15
"9646","35362","1",25
"9647","35362","2",17
"9648","35362","3",15
"9649","35363","1",25
"9650","35363","2",17
"9651","35363","3",14
"9652","35364","1",24
"9653","35364","2",16
"9654","35364","3",14
"9655","35365","1",24
"9656","35365","2",16
"9657","35365","3",14
"9658","35366","1",25
"9659","35366","2",16
"9660","35366","3",14
"9661","35392","1",26
"9662","35392","2",17
"9663","35392","3",9
"9664","35393","1",26
"9665","35393","2",17
"9666","35393","3",9
"9667","35399","1",26
"9668","35399","2",17
"9669","35399","3",7
"9670","35400","1",26
"9671","35400","2",17
"9672","35400","3",7
"9673","35402","1",27
"9674","35402","2",18
"9675","35402","3",8
"9676","35418","1",27
"9677","35418","2",18
"9678","35418","3",4
"9679","35419","1",28
"9680","35419","2",18
"9681","35419","3",4
"9682","35420","1",28
"9683","35420","2",19
"9684","35420","3",5
"9685","35507","1",33
"9686","35507","2",29
"9687","35507","3",30
"9688","35546","1",28
"9689","35546","2",22
"9690","35546","3",23
"9691","35547","1",28
"9692","35547","2",22
"9693","35547","3",22
"9694","35548","1",26
"9695","35548","2",20
"9696","35548","3",20
"9697","35580","1",28
"9698","35580","2",22
"9699","35580","3",23
"9700","35586","1",27
"9701","35586","2",20
"9702","35586","3",20
"9703","35594","1",25
"9704","35594","2",19
"9705","35594","3",18
"9706","35601","1",28
"9707","35601","2",22
"9708","35601","3",20
"9709","35602","1",26
"9710","35602","2",20
"9711","35602","3",18
"9712","35604","1",28
"9713","35604","2",20
"9714","35604","3",18
"9715","35605","1",27
"9716","35605","2",19
"9717","35605","3",17
"9718","35606","1",26
"9719","35606","2",18
"9720","35606","3",16
"9721","35608","1",26
"9722","35608","2",18
"9723","35608","3",16
"9724","35611","1",23
"9725","35611","2",15
"9726","35611","3",13
"9727","35637","1",27
"9728","35637","2",18
"9729","35637","3",10
"9730","35644","1",27
"9731","35644","2",18
"9732","35644","3",8
"9733","35793","1",25
"9734","35793","2",19
"9735","35793","3",19
"9736","35829","1",25
"9737","35829","2",19
"9738","35829","3",20
"9739","35837","1",26
"9740","35837","2",20
"9741","35837","3",20
"9742","35838","1",26
"9743","35838","2",20
"9744","35838","3",19
"9745","35849","1",28
"9746","35849","2",20
"9747","35849","3",18
"9748","35852","1",25
"9749","35852","2",17
"9750","35852","3",15
"9751","35853","1",25
"9752","35853","2",17
"9753","35853","3",15
"9754","35854","1",25
"9755","35854","2",17
"9756","35854","3",14
"9757","35855","1",24
"9758","35855","2",16
"9759","35855","3",14
"9760","35863","1",26
"9761","35863","2",18
"9762","35863","3",16
"9763","35882","1",28
"9764","35882","2",19
"9765","35882","3",11
"9766","35959","1",36
"9767","35959","2",35
"9768","35959","3",36
"9769","36035","1",26
"9770","36035","2",20
"9771","36035","3",20
"9772","36036","1",26
"9773","36036","2",20
"9774","36036","3",20
"9775","36037","1",25
"9776","36037","2",19
"9777","36037","3",20
"9778","36071","1",26
"9779","36071","2",20
"9780","36071","3",21
"9781","36075","1",27
"9782","36075","2",21
"9783","36075","3",21
"9784","36076","1",27
"9785","36076","2",21
"9786","36076","3",20
"9787","36077","1",27
"9788","36077","2",21
"9789","36077","3",20
"9790","36078","1",26
"9791","36078","2",20
"9792","36078","3",20
"9793","36080","1",26
"9794","36080","2",20
"9795","36080","3",19
"9796","36082","1",26
"9797","36082","2",20
"9798","36082","3",20
"9799","36087","1",27
"9800","36087","2",21
"9801","36087","3",21
"9802","36095","1",26
"9803","36095","2",18
"9804","36095","3",16
"9805","36099","1",24
"9806","36099","2",16
"9807","36099","3",14
"9808","36100","1",25
"9809","36100","2",17
"9810","36100","3",15
"9811","36115","1",37
"9812","36115","2",29
"9813","36115","3",27
"9814","36140","1",28
"9815","36140","2",19
"9816","36140","3",7
"9817","36278","1",26
"9818","36278","2",20
"9819","36278","3",21
"9820","36279","1",26
"9821","36279","2",20
"9822","36279","3",20
"9823","36316","1",25
"9824","36316","2",19
"9825","36316","3",20
"9826","36325","1",26
"9827","36325","2",20
"9828","36325","3",20
"9829","36326","1",27
"9830","36326","2",21
"9831","36326","3",20
"9832","36328","1",26
"9833","36328","2",20
"9834","36328","3",20
"9835","36330","1",26
"9836","36330","2",20
"9837","36330","3",19
"9838","36331","1",27
"9839","36331","2",21
"9840","36331","3",21
"9841","36338","1",27
"9842","36338","2",19
"9843","36338","3",17
"9844","36339","1",26
"9845","36339","2",18
"9846","36339","3",16
"9847","36340","1",25
"9848","36340","2",17
"9849","36340","3",15
"9850","36343","1",25
"9851","36343","2",17
"9852","36343","3",15
"9853","36419","1",36
"9854","36419","2",27
"9855","36419","3",9
"9856","36519","1",27
"9857","36519","2",21
"9858","36519","3",21
"9859","36521","1",26
"9860","36521","2",20
"9861","36521","3",20
"9862","36522","1",26
"9863","36522","2",20
"9864","36522","3",21
"9865","36558","1",27
"9866","36558","2",21
"9867","36558","3",21
"9868","36559","1",26
"9869","36559","2",20
"9870","36559","3",20
"9871","36560","1",25
"9872","36560","2",19
"9873","36560","3",20
"9874","36569","1",27
"9875","36569","2",21
"9876","36569","3",21
"9877","36570","1",28
"9878","36570","2",22
"9879","36570","3",21
"9880","36571","1",27
"9881","36571","2",21
"9882","36571","3",21
"9883","36572","1",26
"9884","36572","2",20
"9885","36572","3",20
"9886","36574","1",26
"9887","36574","2",20
"9888","36574","3",19
"9889","36577","1",28
"9890","36577","2",22
"9891","36577","3",21
"9892","36586","1",26
"9893","36586","2",18
"9894","36586","3",16
"9895","36602","1",35
"9896","36602","2",27
"9897","36602","3",25
"9898","36756","1",29
"9899","36756","2",23
"9900","36756","3",24
"9901","36759","1",28
"9902","36759","2",22
"9903","36759","3",23
"9904","36760","1",28
"9905","36760","2",21
"9906","36760","3",22
"9907","36762","1",26
"9908","36762","2",20
"9909","36762","3",21
"9910","36763","1",27
"9911","36763","2",21
"9912","36763","3",21
"9913","36764","1",26
"9914","36764","2",20
"9915","36764","3",20
"9916","36767","1",26
"9917","36767","2",20
"9918","36767","3",21
"9919","36801","1",27
"9920","36801","2",21
"9921","36801","3",21
"9922","36802","1",26
"9923","36802","2",20
"9924","36802","3",20
"9925","36809","1",27
"9926","36809","2",21
"9927","36809","3",20
"9928","36812","1",29
"9929","36812","2",22
"9930","36812","3",22
"9931","36813","1",29
"9932","36813","2",22
"9933","36813","3",22
"9934","36814","1",27
"9935","36814","2",21
"9936","36814","3",21
"9937","36815","1",26
"9938","36815","2",20
"9939","36815","3",20
"9940","36825","1",28
"9941","36825","2",22
"9942","36825","3",21
"9943","36831","1",25
"9944","36831","2",17
"9945","36831","3",15
"9946","36898","1",35
"9947","36898","2",26
"9948","36898","3",9
"9949","36995","1",28
"9950","36995","2",22
"9951","36995","3",23
"9952","36996","1",29
"9953","36996","2",22
"9954","36996","3",23
"9955","36998","1",28
"9956","36998","2",22
"9957","36998","3",23
"9958","36999","1",29
"9959","36999","2",22
"9960","36999","3",23
"9961","37000","1",29
"9962","37000","2",23
"9963","37000","3",23
"9964","37001","1",28
"9965","37001","2",22
"9966","37001","3",22
"9967","37003","1",26
"9968","37003","2",20
"9969","37003","3",21
"9970","37004","1",26
"9971","37004","2",20
"9972","37004","3",21
"9973","37005","1",26
"9974","37005","2",20
"9975","37005","3",21
"9976","37008","1",27
"9977","37008","2",21
"9978","37008","3",21
"9979","37013","1",28
"9980","37013","2",22
"9981","37013","3",23
"9982","37045","1",26
"9983","37045","2",20
"9984","37045","3",21
"9985","37052","1",28
"9986","37052","2",22
"9987","37052","3",21
"9988","37056","1",29
"9989","37056","2",23
"9990","37056","3",22
"9991","37057","1",28
"9992","37057","2",22
"9993","37057","3",21
"9994","37058","1",27
"9995","37058","2",21
"9996","37058","3",20
"9997","37059","1",27
"9998","37059","2",20
"9999","37059","3",20
"10000","37060","1",26
"10001","37060","2",20
"10002","37060","3",20
"10003","37061","1",26
"10004","37061","2",20
"10005","37061","3",19
"10006","37070","1",30
"10007","37070","2",23
"10008","37070","3",23
"10009","37073","1",25
"10010","37073","2",17
"10011","37073","3",15
"10012","37074","1",25
"10013","37074","2",17
"10014","37074","3",15
"10015","37075","1",24
"10016","37075","2",16
"10017","37075","3",14
"10018","37088","1",32
"10019","37088","2",24
"10020","37088","3",22
"10021","37141","1",34
"10022","37141","2",25
"10023","37141","3",8
"10024","37238","1",28
"10025","37238","2",22
"10026","37238","3",23
"10027","37239","1",28
"10028","37239","2",22
"10029","37239","3",23
"10030","37240","1",28
"10031","37240","2",21
"10032","37240","3",22
"10033","37241","1",27
"10034","37241","2",21
"10035","37241","3",22
"10036","37242","1",27
"10037","37242","2",21
"10038","37242","3",22
"10039","37243","1",27
"10040","37243","2",21
"10041","37243","3",22
"10042","37245","1",28
"10043","37245","2",22
"10044","37245","3",22
"10045","37246","1",27
"10046","37246","2",21
"10047","37246","3",21
"10048","37247","1",26
"10049","37247","2",20
"10050","37247","3",21
"10051","37302","1",27
"10052","37302","2",21
"10053","37302","3",20
"10054","37303","1",26
"10055","37303","2",20
"10056","37303","3",20
"10057","37304","1",28
"10058","37304","2",22
"10059","37304","3",21
"10060","37307","1",27
"10061","37307","2",21
"10062","37307","3",20
"10063","37315","1",25
"10064","37315","2",17
"10065","37315","3",15
"10066","37316","1",25
"10067","37316","2",17
"10068","37316","3",15
"10069","37330","1",32
"10070","37330","2",24
"10071","37330","3",22
"10072","37331","1",32
"10073","37331","2",24
"10074","37331","3",22
"10075","37332","1",33
"10076","37332","2",25
"10077","37332","3",23
"10078","37467","1",32
"10079","37467","2",26
"10080","37467","3",27
"10081","37478","1",28
"10082","37478","2",22
"10083","37478","3",22
"10084","37479","1",28
"10085","37479","2",22
"10086","37479","3",23
"10087","37481","1",28
"10088","37481","2",22
"10089","37481","3",23
"10090","37482","1",28
"10091","37482","2",22
"10092","37482","3",23
"10093","37483","1",28
"10094","37483","2",22
"10095","37483","3",22
"10096","37484","1",27
"10097","37484","2",21
"10098","37484","3",22
"10099","37485","1",27
"10100","37485","2",21
"10101","37485","3",22
"10102","37486","1",28
"10103","37486","2",21
"10104","37486","3",22
"10105","37487","1",26
"10106","37487","2",20
"10107","37487","3",21
"10108","37488","1",26
"10109","37488","2",20
"10110","37488","3",20
"10111","37544","1",26
"10112","37544","2",20
"10113","37544","3",20
"10114","37545","1",27
"10115","37545","2",21
"10116","37545","3",20
"10117","37546","1",27
"10118","37546","2",21
"10119","37546","3",20
"10120","37547","1",26
"10121","37547","2",20
"10122","37547","3",20
"10123","37554","1",30
"10124","37554","2",24
"10125","37554","3",23
"10126","37555","1",27
"10127","37555","2",19
"10128","37555","3",17
"10129","37557","1",25
"10130","37557","2",17
"10131","37557","3",15
"10132","37558","1",26
"10133","37558","2",18
"10134","37558","3",16
"10135","37559","1",25
"10136","37559","2",17
"10137","37559","3",15
"10138","37560","1",24
"10139","37560","2",16
"10140","37560","3",14
"10141","37571","1",32
"10142","37571","2",24
"10143","37571","3",22
"10144","37572","1",32
"10145","37572","2",23
"10146","37572","3",21
"10147","37709","1",32
"10148","37709","2",26
"10149","37709","3",27
"10150","37718","1",28
"10151","37718","2",22
"10152","37718","3",23
"10153","37719","1",29
"10154","37719","2",23
"10155","37719","3",24
"10156","37721","1",29
"10157","37721","2",23
"10158","37721","3",24
"10159","37722","1",29
"10160","37722","2",23
"10161","37722","3",24
"10162","37724","1",27
"10163","37724","2",21
"10164","37724","3",21
"10165","37725","1",27
"10166","37725","2",21
"10167","37725","3",21
"10168","37726","1",26
"10169","37726","2",20
"10170","37726","3",21
"10171","37786","1",27
"10172","37786","2",21
"10173","37786","3",20
"10174","37787","1",27
"10175","37787","2",21
"10176","37787","3",21
"10177","37788","1",27
"10178","37788","2",21
"10179","37788","3",20
"10180","37789","1",27
"10181","37789","2",20
"10182","37789","3",20
"10183","37790","1",27
"10184","37790","2",21
"10185","37790","3",20
"10186","37791","1",27
"10187","37791","2",21
"10188","37791","3",20
"10189","37798","1",25
"10190","37798","2",17
"10191","37798","3",15
"10192","37799","1",26
"10193","37799","2",18
"10194","37799","3",16
"10195","37800","1",25
"10196","37800","2",17
"10197","37800","3",15
"10198","37814","1",31
"10199","37814","2",23
"10200","37814","3",21
"10201","37815","1",32
"10202","37815","2",24
"10203","37815","3",22
"10204","37816","1",32
"10205","37816","2",24
"10206","37816","3",22
"10207","37950","1",30
"10208","37950","2",24
"10209","37950","3",25
"10210","37955","1",29
"10211","37955","2",23
"10212","37955","3",24
"10213","37956","1",29
"10214","37956","2",23
"10215","37956","3",23
"10216","37957","1",29
"10217","37957","2",23
"10218","37957","3",23
"10219","37959","1",29
"10220","37959","2",23
"10221","37959","3",23
"10222","37961","1",28
"10223","37961","2",22
"10224","37961","3",22
"10225","37962","1",27
"10226","37962","2",21
"10227","37962","3",22
"10228","37963","1",27
"10229","37963","2",21
"10230","37963","3",21
"10231","37964","1",27
"10232","37964","2",20
"10233","37964","3",21
"10234","37965","1",28
"10235","37965","2",22
"10236","37965","3",22
"10237","37966","1",28
"10238","37966","2",22
"10239","37966","3",22
"10240","37967","1",28
"10241","37967","2",22
"10242","37967","3",23
"10243","37968","1",27
"10244","37968","2",21
"10245","37968","3",22
"10246","37969","1",27
"10247","37969","2",21
"10248","37969","3",22
"10249","38006","1",32
"10250","38006","2",26
"10251","38006","3",27
"10252","38029","1",27
"10253","38029","2",20
"10254","38029","3",20
"10255","38030","1",27
"10256","38030","2",21
"10257","38030","3",21
"10258","38032","1",27
"10259","38032","2",21
"10260","38032","3",20
"10261","38034","1",27
"10262","38034","2",21
"10263","38034","3",20
"10264","38035","1",28
"10265","38035","2",22
"10266","38035","3",21
"10267","38038","1",26
"10268","38038","2",18
"10269","38038","3",16
"10270","38039","1",26
"10271","38039","2",18
"10272","38039","3",15
"10273","38041","1",25
"10274","38041","2",17
"10275","38041","3",15
"10276","38042","1",25
"10277","38042","2",17
"10278","38042","3",15
"10279","38054","1",30
"10280","38054","2",22
"10281","38054","3",20
"10282","38055","1",32
"10283","38055","2",24
"10284","38055","3",22
"10285","38056","1",31
"10286","38056","2",23
"10287","38056","3",21
"10288","38057","1",32
"10289","38057","2",24
"10290","38057","3",22
"10291","38182","1",30
"10292","38182","2",24
"10293","38182","3",25
"10294","38183","1",30
"10295","38183","2",24
"10296","38183","3",25
"10297","38194","1",29
"10298","38194","2",23
"10299","38194","3",24
"10300","38195","1",29
"10301","38195","2",23
"10302","38195","3",24
"10303","38205","1",28
"10304","38205","2",22
"10305","38205","3",22
"10306","38252","1",27
"10307","38252","2",21
"10308","38252","3",22
"10309","38270","1",27
"10310","38270","2",21
"10311","38270","3",20
"10312","38279","1",26
"10313","38279","2",18
"10314","38279","3",16
"10315","38280","1",26
"10316","38280","2",18
"10317","38280","3",16
"10318","38422","1",30
"10319","38422","2",24
"10320","38422","3",24
"10321","38423","1",30
"10322","38423","2",24
"10323","38423","3",25
"10324","38434","1",29
"10325","38434","2",22
"10326","38434","3",23
"10327","38435","1",28
"10328","38435","2",22
"10329","38435","3",22
"10330","38491","1",27
"10331","38491","2",21
"10332","38491","3",22
"10333","38511","1",29
"10334","38511","2",23
"10335","38511","3",22
"10336","38669","1",29
"10337","38669","2",23
"10338","38669","3",24
"10339","38673","1",28
"10340","38673","2",22
"10341","38673","3",23
"10342","38674","1",28
"10343","38674","2",21
"10344","38674","3",22
"10345","38677","1",28
"10346","38677","2",22
"10347","38677","3",23
"10348","38758","1",28
"10349","38758","2",20
"10350","38758","3",18
"10351","38761","1",26
"10352","38761","2",18
"10353","38761","3",16
"10354","38763","1",26
"10355","38763","2",18
"10356","38763","3",16
"10357","38908","1",30
"10358","38908","2",24
"10359","38908","3",24
"10360","38912","1",29
"10361","38912","2",23
"10362","38912","3",24
"10363","38991","1",28
"10364","38991","2",22
"10365","38991","3",21
"10366","38992","1",28
"10367","38992","2",22
"10368","38992","3",20
"10369","38996","1",29
"10370","38996","2",23
"10371","38996","3",21
"10372","38997","1",29
"10373","38997","2",21
"10374","38997","3",19
"10375","38999","1",27
"10376","38999","2",19
"10377","38999","3",17
"10378","39000","1",26
"10379","39000","2",18
"10380","39000","3",16
"10381","39001","1",26
"10382","39001","2",18
"10383","39001","3",16
"10384","39058","1",30
"10385","39058","2",20
"10386","39058","3",3
"10387","39150","1",30
"10388","39150","2",24
"10389","39150","3",25
"10390","39152","1",31
"10391","39152","2",25
"10392","39152","3",25
"10393","39230","1",28
"10394","39230","2",22
"10395","39230","3",21
"10396","39231","1",28
"10397","39231","2",22
"10398","39231","3",20
"10399","39234","1",28
"10400","39234","2",22
"10401","39234","3",20
"10402","39235","1",29
"10403","39235","2",23
"10404","39235","3",21
"10405","39239","1",26
"10406","39239","2",18
"10407","39239","3",16
"10408","39240","1",26
"10409","39240","2",18
"10410","39240","3",15
"10411","39301","1",33
"10412","39301","2",24
"10413","39301","3",7
"10414","39422","1",44
"10415","39422","2",38
"10416","39422","3",39
"10417","39471","1",27
"10418","39471","2",21
"10419","39471","3",19
"10420","39472","1",29
"10421","39472","2",23
"10422","39472","3",21
"10423","39473","1",30
"10424","39473","2",24
"10425","39473","3",22
"10426","39477","1",26
"10427","39477","2",18
"10428","39477","3",16
"10429","39479","1",26
"10430","39479","2",18
"10431","39479","3",16
"10432","39539","1",33
"10433","39539","2",24
"10434","39539","3",7
"10435","39621","1",29
"10436","39621","2",23
"10437","39621","3",24
"10438","39709","1",28
"10439","39709","2",22
"10440","39709","3",20
"10441","39710","1",29
"10442","39710","2",23
"10443","39710","3",21
"10444","39714","1",26
"10445","39714","2",18
"10446","39714","3",16
"10447","39715","1",26
"10448","39715","2",18
"10449","39715","3",16
"10450","39716","1",26
"10451","39716","2",18
"10452","39716","3",16
"10453","39718","1",26
"10454","39718","2",18
"10455","39718","3",16
"10456","39725","1",30
"10457","39725","2",22
"10458","39725","3",20
"10459","39780","1",33
"10460","39780","2",23
"10461","39780","3",4
"10462","39787","1",33
"10463","39787","2",24
"10464","39787","3",2
"10465","39946","1",29
"10466","39946","2",22
"10467","39946","3",20
"10468","39947","1",30
"10469","39947","2",24
"10470","39947","3",22
"10471","39950","1",27
"10472","39950","2",19
"10473","39950","3",17
"10474","39952","1",27
"10475","39952","2",19
"10476","39952","3",17
"10477","39953","1",26
"10478","39953","2",18
"10479","39953","3",16
"10480","39955","1",26
"10481","39955","2",18
"10482","39955","3",16
"10483","40024","1",33
"10484","40024","2",24
"10485","40024","3",2
"10486","40183","1",30
"10487","40183","2",24
"10488","40183","3",22
"10489","40188","1",26
"10490","40188","2",18
"10491","40188","3",16
"10492","40190","1",26
"10493","40190","2",18
"10494","40190","3",16
"10495","40246","1",30
"10496","40246","2",21
"10497","40246","3",2
"10498","40418","1",29
"10499","40418","2",22
"10500","40418","3",20
"10501","40426","1",27
"10502","40426","2",19
"10503","40426","3",17
"10504","40428","1",25
"10505","40428","2",17
"10506","40428","3",15
"10507","40447","1",35
"10508","40447","2",27
"10509","40447","3",25
"10510","40482","1",30
"10511","40482","2",21
"10512","40482","3",2
"10513","40483","1",30
"10514","40483","2",21
"10515","40483","3",2
"10516","40660","1",28
"10517","40660","2",20
"10518","40660","3",18
"10519","40662","1",27
"10520","40662","2",19
"10521","40662","3",17
"10522","40717","1",30
"10523","40717","2",21
"10524","40717","3",3
"10525","40895","1",28
"10526","40895","2",20
"10527","40895","3",18
"10528","40918","1",35
"10529","40918","2",27
"10530","40918","3",25
"10531","40919","1",35
"10532","40919","2",27
"10533","40919","3",25
"10534","40950","1",32
"10535","40950","2",22
"10536","40950","3",4
"10537","41116","1",29
"10538","41116","2",23
"10539","41116","3",21
"10540","41127","1",28
"10541","41127","2",20
"10542","41127","3",18
"10543","41129","1",28
"10544","41129","2",20
"10545","41129","3",18
"10546","41130","1",27
"10547","41130","2",19
"10548","41130","3",17
"10549","41191","1",31
"10550","41191","2",22
"10551","41191","3",1
"10552","41192","1",31
"10553","41192","2",22
"10554","41192","3",1
"10555","41193","1",32
"10556","41193","2",22
"10557","41193","3",1
"10558","41225","1",35
"10559","41225","2",29
"10560","41225","3",30
"10561","41348","1",29
"10562","41348","2",23
"10563","41348","3",21
"10564","41350","1",28
"10565","41350","2",21
"10566","41350","3",19
"10567","41354","1",29
"10568","41354","2",21
"10569","41354","3",19
"10570","41355","1",30
"10571","41355","2",22
"10572","41355","3",20
"10573","41356","1",30
"10574","41356","2",22
"10575","41356","3",20
"10576","41357","1",31
"10577","41357","2",23
"10578","41357","3",21
"10579","41362","1",28
"10580","41362","2",20
"10581","41362","3",18
"10582","41363","1",26
"10583","41363","2",18
"10584","41363","3",16
"10585","41376","1",34
"10586","41376","2",26
"10587","41376","3",24
"10588","41588","1",30
"10589","41588","2",22
"10590","41588","3",20
"10591","41590","1",29
"10592","41590","2",21
"10593","41590","3",19
"10594","41591","1",29
"10595","41591","2",21
"10596","41591","3",19
"10597","41592","1",28
"10598","41592","2",20
"10599","41592","3",18
"10600","41594","1",28
"10601","41594","2",20
"10602","41594","3",18
"10603","41613","1",34
"10604","41613","2",26
"10605","41613","3",24
"10606","41614","1",33
"10607","41614","2",25
"10608","41614","3",23
"10609","41813","1",29
"10610","41813","2",22
"10611","41813","3",20
"10612","41814","1",28
"10613","41814","2",22
"10614","41814","3",20
"10615","41824","1",28
"10616","41824","2",20
"10617","41824","3",18
"10618","41826","1",27
